,prompt,chosen,rejected
502,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
주차 유무가 1인 곳의 등록 일자는 언제야

### context:
CREATE TABLE iot_vdata020 (  ORGAN_NM varchar(8) DEFAULT NULL,  TRNSMIT_SERVER_NO bigint DEFAULT NULL,  DATA_NO varchar(6) DEFAULT NULL,  COLUMN0 varchar(10) DEFAULT NULL,  COLUMN1 varchar(11) DEFAULT NULL,  COLUMN2 varchar(6) DEFAULT NULL,  REGIST_DT varchar(19) DEFAULT NULL) ;

### Response:
",SELECT REGIST_DT FROM IOT_VDATA020 WHERE COLUMN2 = '1',SELECT REGIST_DT FROM IOT_VDATA020 WHERE COLUMN2 = '1'
503,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
시설 종류 상세명이 아동복지시설인 곳의 시설 수를 나타내줘

### context:
CREATE TABLE fclt_open_info_s_d (  FCLT_NM varchar(33) DEFAULT NULL,  FCLT_CD varchar(11) DEFAULT NULL,  FCLT_KIND_NM varchar(26) DEFAULT NULL,  FCLT_KIND_DTL_NM varchar(16) DEFAULT NULL,  JRSD_SGG_NM varchar(8) DEFAULT NULL,  FCLT_ADDR varchar(52) DEFAULT NULL) ;

### Response:
",SELECT COUNT(FCLT_NM) FROM FCLT_OPEN_INFO_S_D WHERE FCLT_KIND_DTL_NM = '아동복지시설',SELECT COUNT(FCLT_NM) FROM FCLT_OPEN_INFO_S_D WHERE FCLT_KIND_DTL_NM = '아동복지시설'
504,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
교육 과정 기수가 2인 곳의 교육 기관명을 중복 없이 보여줘

### context:
CREATE TABLE tv_eduapplylist (  EDUYY varchar(19) DEFAULT NULL,  SISUL_NAME varchar(15) DEFAULT NULL,  EDU_NAME varchar(22) DEFAULT NULL,  EDUGISU varchar(7) DEFAULT NULL,  EDUFRDATE varchar(19) DEFAULT NULL,  EDUTODATE varchar(19) DEFAULT NULL,  CAPACNT varchar(8) DEFAULT NULL,  APLYCNT varchar(8) DEFAULT NULL,  EDUSTATE varchar(7) DEFAULT NULL,  ADDR varchar(44) DEFAULT NULL,  TEL varchar(17) DEFAULT NULL) ;

### Response:
",SELECT DISTINCT SISUL_NAME FROM TV_EDUAPPLYLIST WHERE EDUGISU = '2',SELECT DISTINCT SISUL_NAME FROM TV_EDUAPPLYLIST WHERE EDUGISU = '2'
505,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
제목에 내일배움이 들어가는 게시물의 조회 건수를 알려줘

### context:
CREATE TABLE job_counsel (  BOARD_ID varchar(200) DEFAULT NULL,  CENTERNAME varchar(16) DEFAULT NULL,  TITLE varchar(55) DEFAULT NULL,  KOR_NAME varchar(16) DEFAULT NULL,  CREATE_DATE varchar(19) DEFAULT NULL,  READ_CNT bigint DEFAULT NULL) ;

### Response:
",SELECT READ_CNT FROM JOB_COUNSEL WHERE TITLE LIKE '%내일배움%',SELECT READ_CNT FROM JOB_COUNSEL WHERE TITLE LIKE '%내일배움%'
506,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
보육 교직원의 수가 20명인 보육실 면적과 CCTV 총 설치의 수를 알려줘

### context:
CREATE TABLE child_care_info_y_s (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(32) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(52) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  CRHOME varchar(44) DEFAULT NULL,  NRTRROOMSIZE varchar(9) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CCTVINSTLCNT varchar(7) DEFAULT NULL,  CHCRTESCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEBEGINDT varchar(200) DEFAULT NULL,  CRABLDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CRSPEC varchar(15) DEFAULT NULL,  CLASS_CNT_00 varchar(6) DEFAULT NULL,  CLASS_CNT_01 varchar(6) DEFAULT NULL,  CLASS_CNT_02 varchar(6) DEFAULT NULL,  CLASS_CNT_03 varchar(6) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_SP varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_01 varchar(7) DEFAULT NULL,  CHILD_CNT_02 varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  CHILD_CNT_05 varchar(7) DEFAULT NULL) ;

### Response:
","SELECT CCTVINSTLCNT, NRTRROOMSIZE FROM CHILD_CARE_INFO_Y_S WHERE CHCRTESCNT = '20'","SELECT PLGRDCO, CCTVINSTLCNT FROM CHILD_CARE_INFO_Y_S WHERE CHCRTESCNT = '20'"
507,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
이름에 행복이 들어가는 아동복지시설의 주소를 찾아줘

### context:
CREATE TABLE fclt_open_info_k_w_i (  FCLT_NM varchar(33) DEFAULT NULL,  CHILD_WELFARE_FCLT_CD varchar(11) DEFAULT NULL,  FCLT_KIND_NM varchar(26) DEFAULT NULL,  CHILD_WELFARE_FCLT_KIND_DTL_NM varchar(11) DEFAULT NULL,  JRSD_SGG_NM varchar(10) DEFAULT NULL,  CHILD_WELFARE_FCLT_ADDR varchar(70) DEFAULT NULL) ;

### Response:
",SELECT CHILD_WELFARE_FCLT_ADDR FROM FCLT_OPEN_INFO_K_W_I WHERE FCLT_NM LIKE '%행복%',SELECT CHILD_WELFARE_FCLT_ADDR FROM FCLT_OPEN_INFO_K_W_I WHERE FCLT_NM LIKE '%행복%'
508,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
설립일이 2021년인 시설의 기본 주소와 상세 주소가 뭐야

### context:
CREATE TABLE tn_fclty_sttus_info1001 (  FCLTY_ID varchar(13) DEFAULT NULL,  FCLTY_NM varchar(41) DEFAULT NULL,  SVC_CL_CODE bigint DEFAULT NULL,  SVC_CL_NM varchar(13) DEFAULT NULL,  ATDRC_CODE bigint DEFAULT NULL,  ATDRC_NM varchar(9) DEFAULT NULL,  AGE_SE_CODE bigint DEFAULT NULL,  AGE_SE_NM varchar(9) DEFAULT NULL,  X_CRDNT_VALUE bigint DEFAULT NULL,  Y_CRDNT_VALUE bigint DEFAULT NULL,  ZIP bigint DEFAULT NULL,  BASS_ADRES varchar(39) DEFAULT NULL,  DETAIL_ADRES varchar(57) DEFAULT NULL,  FOND_DE varchar(19) DEFAULT NULL,  RNTFEE_FREE_AT varchar(200) DEFAULT NULL,  RNTFEE varchar(200) DEFAULT NULL,  PRVUSE_AR bigint DEFAULT NULL,  SEMSTR_BEGIN_TIME bigint DEFAULT NULL,  SEMSTR_END_TIME bigint DEFAULT NULL,  VCTN_BEGIN_TIME bigint DEFAULT NULL,  VCTN_END_TIME bigint DEFAULT NULL,  DSCR_RESTDE_BEGIN_TIME bigint DEFAULT NULL,  DSCR_RESTDE_END_TIME bigint DEFAULT NULL,  SAT_OPER_AT varchar(6) DEFAULT NULL,  SAT_OPER_BEGIN_TIME bigint DEFAULT NULL,  SAT_OPER_END_TIME bigint DEFAULT NULL,  MT_RNTFEE_FREE_AT varchar(6) DEFAULT NULL,  MT_SELF_ALOTM varchar(6) DEFAULT NULL,  MT_RNTFEE bigint DEFAULT NULL,  DE_RNTFEE_FREE_AT varchar(6) DEFAULT NULL,  DE_SELF_ALOTM varchar(6) DEFAULT NULL,  DE_RNTFEE varchar(9) DEFAULT NULL,  ORDTM_CARE_PSNCPA_CO varchar(7) DEFAULT NULL,  ONCE_CARE_PSNCPA_CO varchar(7) DEFAULT NULL,  PRVUSE_AR_M2 varchar(11) DEFAULT NULL,  ATDRC_CODE_ARRAY varchar(16) DEFAULT NULL,  REGIST_DT varchar(19) DEFAULT NULL,  UPDT_DT varchar(19) DEFAULT NULL) ;

### Response:
","SELECT BASS_ADRES, DETAIL_ADRES FROM TN_FCLTY_STTUS_INFO1001 WHERE FOND_DE LIKE '2021%'","SELECT BASS_ADRES, DETAIL_ADRES FROM TN_FCLTY_STTUS_INFO1001 WHERE FOND_DE = '2021년'"
509,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
이름이 삼각으로 시작하는 시설의 소재지 도로명 주소를 알려줘

### context:
CREATE TABLE tb_elec_wheel_chr_charge (  FCLTYNM varchar(24) DEFAULT NULL,  CTPRVNNM varchar(10) DEFAULT NULL,  SIGNGUNM varchar(9) DEFAULT NULL,  SIGNGUCODE bigint DEFAULT NULL,  RDNMADR varchar(47) DEFAULT NULL,  LNMADR varchar(33) DEFAULT NULL,  LATITUDE bigint DEFAULT NULL,  LONGITUDE bigint DEFAULT NULL,  INSTLLCDESC varchar(39) DEFAULT NULL,  WEEKDAYOPEROPENHHMM varchar(10) DEFAULT NULL,  WEEKDAYOPERCOLSEHHMM varchar(10) DEFAULT NULL,  SATOPEROPEROPENHHMM varchar(10) DEFAULT NULL,  SATOPERCLOSEHHMM varchar(10) DEFAULT NULL,  HOLIDAYOPEROPENHHMM varchar(10) DEFAULT NULL,  HOLIDAYCLOSEOPENHHMM varchar(10) DEFAULT NULL,  SMTMUSECO bigint DEFAULT NULL,  AIRINJECTORYN varchar(6) DEFAULT NULL,  MOBLPHONCHRSTNYN varchar(6) DEFAULT NULL,  INSTITUTIONNM varchar(29) DEFAULT NULL,  INSTITUTIONPHONENUMBER varchar(18) DEFAULT NULL,  REFERENCEDATE varchar(19) DEFAULT NULL,  INSTTCODE bigint DEFAULT NULL,  WORK_DTTM varchar(19) DEFAULT NULL) ;

### Response:
",SELECT RDNMADR FROM TB_ELEC_WHEEL_CHR_CHARGE WHERE FCLTYNM LIKE '삼각%',SELECT LNMADR FROM TB_ELEC_WHEEL_CHR_CHARGE WHERE FCLTYNM LIKE '삼각%'
510,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
등록일이 2022년인 공고의 임금과 모집인원을 알려줄래

### context:
CREATE TABLE tb_vmc_recruit (  NUM bigint DEFAULT NULL,  W_NO bigint DEFAULT NULL,  LANG_CD varchar(7) DEFAULT NULL,  DISPLAY varchar(6) DEFAULT NULL,  SUBJECT varchar(212) DEFAULT NULL,  STATE_CD varchar(6) DEFAULT NULL,  COMPANY_NO varchar(34) DEFAULT NULL,  NATION_CD varchar(36) DEFAULT NULL,  WORKAREA_CD varchar(236) DEFAULT NULL,  WORKDAY_CD varchar(10) DEFAULT NULL,  WORKHOURS_ST varchar(10) DEFAULT NULL,  WORKHOURS_ED varchar(10) DEFAULT NULL,  EMPFORM_CD varchar(13) DEFAULT NULL,  WEEKENDWORK_CD varchar(15) DEFAULT NULL,  WORKPAY varchar(122) DEFAULT NULL,  WORKMEN varchar(75) DEFAULT NULL,  WORKSERVICE varchar(253) DEFAULT NULL,  WORKSUBWAY varchar(265) DEFAULT NULL,  NATION varchar(123) DEFAULT NULL,  WORKPATTERN varchar(1495) DEFAULT NULL,  WORKAREA varchar(149) DEFAULT NULL,  WORKTIME varchar(156) DEFAULT NULL,  CONTENTS blob,  AFILE1 varchar(87) DEFAULT NULL,  AFILE1_ORG varchar(51) DEFAULT NULL,  AFILE2 varchar(22) DEFAULT NULL,  AFILE2_ORG varchar(33) DEFAULT NULL,  HIT varchar(9) DEFAULT NULL,  WDATE varchar(19) DEFAULT NULL,  TA_DATE varchar(19) DEFAULT NULL,  MB_NAME varchar(16) DEFAULT NULL,  APPLY_OPEN varchar(6) DEFAULT NULL,  TR_LANGS varchar(34) DEFAULT NULL,  IS_NOTICE_TEXT varchar(6) DEFAULT NULL,  IS_CHARGED_CONTENT_COPYRIGHT varchar(6) DEFAULT NULL) ;

### Response:
","SELECT WORKPAY, WORKMEN FROM TB_VMC_RECRUIT WHERE WDATE LIKE '2022%'","SELECT WORKPAY, WORKMEN FROM TB_VMC_RECRUIT WHERE WDATE LIKE '2022%'"
511,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
동대문 자치구의 현원 합계를 찾아줘

### context:
CREATE TABLE stat_sisul_entry_number_info (  STYEAR varchar(19) DEFAULT NULL,  ARCODE bigint DEFAULT NULL,  ARCODENM varchar(8) DEFAULT NULL,  PNTOT bigint DEFAULT NULL,  PN0101 bigint DEFAULT NULL,  PN0201 bigint DEFAULT NULL,  PN0301 bigint DEFAULT NULL,  PN0302 bigint DEFAULT NULL,  PN0401 bigint DEFAULT NULL,  PN0501 bigint DEFAULT NULL,  PN0603 bigint DEFAULT NULL) ;

### Response:
",SELECT PNTOT FROM STAT_SISUL_ENTRY_NUMBER_INFO WHERE ARCODENM = '동대문',SELECT PNTOT FROM STAT_SISUL_ENTRY_NUMBER_INFO WHERE ARCODENM = '동대문'
512,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
시설 종류 상세명에 재활이 들어가는 사회복지시설의 이름을 보여줘

### context:
CREATE TABLE fclt_open_info_m_p (  FCLT_NM varchar(31) DEFAULT NULL,  MP_WELFARE_FCLT_CD varchar(11) DEFAULT NULL,  MP_WELFARE_FCLT_KIND_NM varchar(26) DEFAULT NULL,  FCLT_KIND_DTL_NM varchar(16) DEFAULT NULL,  MP_WELFARE_RPRSNTV varchar(9) DEFAULT NULL,  MP_WELFARE_FCLT_ADDR varchar(57) DEFAULT NULL) ;

### Response:
",SELECT FCLT_NM FROM FCLT_OPEN_INFO_M_P WHERE FCLT_KIND_DTL_NM LIKE '%재활%',SELECT FCLT_NM FROM FCLT_OPEN_INFO_M_P WHERE FCLT_KIND_DTL_NM LIKE '%재활%'
513,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
어린이집 유형에 직장이 들어가는 어린이집의 이름은 뭐야

### context:
CREATE TABLE child_care_info_d_j (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(22) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(63) DEFAULT NULL,  CRTELNO varchar(17) DEFAULT NULL,  CRFAXNO varchar(18) DEFAULT NULL,  CRHOME varchar(83) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE varchar(8) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CCTVINSTLCNT varchar(7) DEFAULT NULL,  CHCRTESCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEBEGINDT varchar(19) DEFAULT NULL,  CRPAUSEENDDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CRSPEC varchar(26) DEFAULT NULL,  CLASS_CNT_00 varchar(6) DEFAULT NULL,  CLASS_CNT_01 varchar(6) DEFAULT NULL,  CLASS_CNT_02 varchar(6) DEFAULT NULL,  CLASS_CNT_03 varchar(6) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  CHILD_CNT_05 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL,  EM_CNT_A7 varchar(6) DEFAULT NULL) ;

### Response:
",SELECT CRNAME FROM CHILD_CARE_INFO_D_J WHERE CRTYPENAME LIKE '%직장%',SELECT CRNAME FROM CHILD_CARE_INFO_D_J WHERE CRTYPENAME LIKE '%직장%'
514,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
빛의 밝기가 40 이상인 스마트 플러그의 시리얼과 사용 전력을 알려줘

### context:
CREATE TABLE iot_vdata022 (  ORGAN_NM varchar(8) DEFAULT NULL,  TRNSMIT_SERVER_NO bigint DEFAULT NULL,  DATA_NO varchar(6) DEFAULT NULL,  COLUMN0 bigint DEFAULT NULL,  COLUMN1 varchar(15) DEFAULT NULL,  COLUMN2 varchar(6) DEFAULT NULL,  COLUMN3 varchar(9) DEFAULT NULL,  COLUMN4 bigint DEFAULT NULL,  COLUMN5 varchar(6) DEFAULT NULL,  REGIST_DT varchar(19) DEFAULT NULL) ;

### Response:
","SELECT COLUMN1, COLUMN3 FROM IOT_VDATA022 WHERE COLUMN4 >= 40","SELECT COLUMN1, COLUMN4 FROM IOT_VDATA022 WHERE COLUMN3 >= 40"
515,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
대분류별 중분류의 수와 대분류를 알려줘

### context:
CREATE TABLE global_job_counsel_typediv (  YYYYMM varchar(19) DEFAULT NULL,  CATEGORY_NM1 varchar(10) DEFAULT NULL,  CATEGORY_NM2 varchar(13) DEFAULT NULL,  TYPE1 bigint DEFAULT NULL,  TYPE2 bigint DEFAULT NULL,  TYPE3 bigint DEFAULT NULL,  TYPE4 bigint DEFAULT NULL,  TYPE5 bigint DEFAULT NULL,  TYPE6 bigint DEFAULT NULL,  TYPE_SUM bigint DEFAULT NULL) ;

### Response:
","SELECT CATEGORY_NM1, COUNT(CATEGORY_NM2) FROM GLOBAL_JOB_COUNSEL_TYPEDIV GROUP BY CATEGORY_NM1","SELECT CATEGORY_NM1, TYPE2 FROM GLOBAL_JOB_COUNSEL_TYPEDIV GROUP BY CATEGORY_NM1"
516,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
상세 주소에 벚꽃로가 포함된 어린이집의 이름을 알려줘

### context:
CREATE TABLE child_care_info_g_c (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(25) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(61) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE varchar(9) DEFAULT NULL,  CCTVINSTLCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEENDDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CRSPEC varchar(21) DEFAULT NULL,  CLASS_CNT_03 varchar(6) DEFAULT NULL,  CLASS_CNT_04 varchar(6) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_SP varchar(6) DEFAULT NULL,  CHILD_CNT_00 varchar(6) DEFAULT NULL,  CHILD_CNT_01 varchar(7) DEFAULT NULL,  CHILD_CNT_02 varchar(7) DEFAULT NULL,  CHILD_CNT_05 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL,  EM_CNT_TOT varchar(7) DEFAULT NULL) ;

### Response:
",SELECT CRNAME FROM CHILD_CARE_INFO_G_C WHERE CRADDR LIKE '%벚꽃로%',SELECT CRNAME FROM CHILD_CARE_INFO_G_C WHERE CRADDR LIKE '%벚꽃로%'
517,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
동대문구에 있는 시설의 등록 일시와 수정 일시를 알려줘

### context:
CREATE TABLE tn_fclty_sttus_info1001 (  FCLTY_ID varchar(13) DEFAULT NULL,  FCLTY_NM varchar(41) DEFAULT NULL,  SVC_CL_CODE bigint DEFAULT NULL,  SVC_CL_NM varchar(13) DEFAULT NULL,  ATDRC_CODE bigint DEFAULT NULL,  ATDRC_NM varchar(9) DEFAULT NULL,  AGE_SE_CODE bigint DEFAULT NULL,  AGE_SE_NM varchar(9) DEFAULT NULL,  X_CRDNT_VALUE bigint DEFAULT NULL,  Y_CRDNT_VALUE bigint DEFAULT NULL,  ZIP bigint DEFAULT NULL,  BASS_ADRES varchar(39) DEFAULT NULL,  DETAIL_ADRES varchar(57) DEFAULT NULL,  FOND_DE varchar(19) DEFAULT NULL,  RNTFEE_FREE_AT varchar(200) DEFAULT NULL,  RNTFEE varchar(200) DEFAULT NULL,  PRVUSE_AR bigint DEFAULT NULL,  SEMSTR_BEGIN_TIME bigint DEFAULT NULL,  SEMSTR_END_TIME bigint DEFAULT NULL,  VCTN_BEGIN_TIME bigint DEFAULT NULL,  VCTN_END_TIME bigint DEFAULT NULL,  DSCR_RESTDE_BEGIN_TIME bigint DEFAULT NULL,  DSCR_RESTDE_END_TIME bigint DEFAULT NULL,  SAT_OPER_AT varchar(6) DEFAULT NULL,  SAT_OPER_BEGIN_TIME bigint DEFAULT NULL,  SAT_OPER_END_TIME bigint DEFAULT NULL,  MT_RNTFEE_FREE_AT varchar(6) DEFAULT NULL,  MT_SELF_ALOTM varchar(6) DEFAULT NULL,  MT_RNTFEE bigint DEFAULT NULL,  DE_RNTFEE_FREE_AT varchar(6) DEFAULT NULL,  DE_SELF_ALOTM varchar(6) DEFAULT NULL,  DE_RNTFEE varchar(9) DEFAULT NULL,  ORDTM_CARE_PSNCPA_CO varchar(7) DEFAULT NULL,  ONCE_CARE_PSNCPA_CO varchar(7) DEFAULT NULL,  PRVUSE_AR_M2 varchar(11) DEFAULT NULL,  ATDRC_CODE_ARRAY varchar(16) DEFAULT NULL,  REGIST_DT varchar(19) DEFAULT NULL,  UPDT_DT varchar(19) DEFAULT NULL) ;

### Response:
","SELECT REGIST_DT, UPDT_DT FROM TN_FCLTY_STTUS_INFO1001 WHERE ATDRC_NM = '동대문구'","SELECT REGIST_DT, UPDT_DT FROM TN_FCLTY_STTUS_INFO1001 WHERE ATDRC_NM = '동대문구'"
